university_name,country,city,qs_ranking,degree_level,programs_offered,fields,min_gpa,gre_required,min_gre,ielts_min,toefl_min,duolingo_min,research_weight,research_focus,has_thesis_option,eca_weight,tuition_fee,living_cost,total_cost_estimated,scholarship_available,max_coverage_percent,work_visa_available,deadline_fall,deadline_spring,acceptance_rate,bd_admit_count_3yr,last_updated,source_url
University of Calgary,Canada,,182,Graduate,"engineering, energy","energy, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.4,1,315.0,6.5,79,110,5.0,"Oil & Gas, AI",1,5,22000,18514,40514,1,50,1,,,60.0,,2026-04-29,
Simon Fraser University,Canada,,318,Graduate,"computing, business","business, computing",3.3,1,310.0,6.5,79,110,5.0,"AI, Cybersecurity",1,5,22000,11864,33864,1,25,1,,,65.0,,2026-04-29,
University of Zurich (additional),Switzerland,,109,Graduate,"computer science, biology","biology, computer science",3.4,1,310.0,6.5,79,110,5.0,"Bioinformatics, AI",1,3,1800,18690,20490,1,50,0,,,27.0,,2026-04-29,
University of Basel (additional),Switzerland,,126,Graduate,"chemistry, physics","chemistry, physics",3.4,1,310.0,6.5,79,110,5.0,"Nanotech, AI",1,3,1800,8281,10081,1,50,1,,,25.0,,2026-04-29,
Technical University of Denmark (additional),Denmark,,109,Graduate,"wind energy, biotech","biotech, wind energy",3.4,0,,6.5,79,110,5.0,"Renewables, AI",1,3,16000,13474,29474,1,50,1,,,45.0,,2026-04-29,
Chalmers University of Technology,Sweden,,129,Graduate,"engineering, materials","engineering, materials, mechanical engineering, electrical engineering, civil engineering",3.4,1,310.0,6.5,79,110,5.0,"Sustainable Materials, AI",1,3,16000,14467,30467,1,50,1,,,40.0,,2026-04-29,
University of Gothenburg,Sweden,,202,Graduate,"medicine, social sciences","medicine, social sciences",3.3,0,,6.5,79,110,5.0,"Health, AI",1,3,14000,14933,28933,1,25,1,,,35.0,,2026-04-29,
University of Oslo (additional),Norway,,126,Graduate,"informatics, law","informatics, law",3.3,0,,6.5,79,110,5.0,"AI Law, Climate",1,3,1000,11254,12254,1,50,1,,,10.0,,2026-04-29,
University of Bergen,Norway,,300,Graduate,"marine sciences, medicine","marine sciences, medicine",3.3,0,,6.5,79,110,5.0,"Ocean, AI",1,3,1000,13418,14418,1,25,0,,,15.0,,2026-04-29,
University of Helsinki (additional),Finland,,106,Graduate,computer science,computer science,3.4,0,,6.5,79,110,5.0,"AI, Data",1,3,14000,10975,24975,1,50,0,,,17.0,,2026-04-29,
University of Barcelona (additional),Spain,,164,Graduate,"economics, tourism","economics, tourism",3.3,0,,6.0,60,100,5.0,"Smart Cities, AI",1,3,3000,11794,14794,1,50,0,,,30.0,,2026-04-29,
Complutense University of Madrid,Spain,,171,Graduate,"medicine, law","law, medicine",3.2,0,,6.0,60,100,5.0,"AI Ethics, Health",1,3,3000,15389,18389,1,50,0,,,50.0,,2026-04-29,
University of Lisbon,Portugal,,266,Graduate,"engineering, medicine","engineering, medicine, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.3,0,,6.0,60,100,5.0,"AI, Sustainability",1,3,7000,17673,24673,1,25,0,,,40.0,,2026-04-29,
University of Porto,Portugal,,300,Graduate,"engineering, business","business, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.3,0,,6.0,60,100,5.0,"AI, Health",1,3,7000,13635,20635,1,25,0,,,45.0,,2026-04-29,
University of Milan,Italy,,285,Graduate,"medicine, law","law, medicine",3.3,0,,6.0,60,100,5.0,"AI, Biomed",1,3,3000,8139,11139,1,25,0,,,55.0,,2026-04-29,
Politecnico di Milano,Italy,,111,Graduate,"engineering, design","design, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.4,0,,6.0,60,100,5.0,"AI, Architecture",1,3,3000,19783,22783,1,50,0,,,35.0,,2026-04-29,
University of Padua,Italy,,219,Graduate,"engineering, medicine","engineering, medicine, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.3,0,,6.0,60,100,5.0,"AI, Space",1,3,3000,12592,15592,1,25,1,,,45.0,,2026-04-29,
University of Vienna (additional),Austria,,127,Graduate,computer science,computer science,3.3,0,,6.5,79,110,5.0,"AI, Quantum",1,2,1700,13646,15346,1,50,1,,,20.0,,2026-04-29,
Vienna University of Technology,Austria,,179,Graduate,"engineering, informatics","engineering, informatics, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.3,1,310.0,6.5,79,110,5.0,"AI, Robotics",1,2,1700,12623,14323,1,50,1,,,25.0,,2026-04-29,
University of Warsaw,Poland,,262,Graduate,"computer science, social sciences","computer science, social sciences",3.2,1,310.0,6.5,79,110,5.0,"AI, Data",1,3,4000,16198,20198,1,25,1,,,50.0,,2026-04-29,
Jagiellonian University,Poland,,304,Graduate,"medicine, humanities","humanities, medicine",3.2,1,310.0,6.5,79,110,5.0,AI Ethics,1,3,4000,14675,18675,1,25,0,,,45.0,,2026-04-29,
Charles University,Czech Republic,,271,Graduate,"medicine, sciences","medicine, sciences",3.2,1,310.0,6.5,79,110,5.0,"AI, Health",1,3,5000,17219,22219,1,25,0,,,40.0,,2026-04-29,
University of Prague,Czech Republic,,                                                             NA,Graduate,engineering,"engineering, mechanical engineering, electrical engineering, chemical engineering, aerospace engineering",3.2,1,310.0,6.5,79,110,5.0,"AI, Materials",1,3,5000,15421,20421,1,25,0,,,55.0,,2026-04-29,
University of Ljubljana,Slovenia,,                                                         601+,Graduate,"engineering, medicine","engineering, medicine, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.2,1,310.0,6.5,79,110,5.0,"AI, Sustainability",1,3,5000,12862,17862,1,25,1,,,60.0,,2026-04-29,
University of Belgrade,Serbia,,                                                            NA,Graduate,engineering,"engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,1,310.0,6.5,79,110,5.0,"AI, Energy",1,3,3000,18037,21037,1,25,1,,,70.0,,2026-04-29,
University of Bucharest,Romania,,                                                         601+,Graduate,computer science,computer science,3.1,1,310.0,6.5,79,110,5.0,"AI, Data",1,3,4000,19811,23811,1,25,1,,,65.0,,2026-04-29,
Babes-Bolyai University,Romania,,                                                            NA,Graduate,sciences,sciences,3.1,1,310.0,6.5,79,110,5.0,AI,1,3,4000,9619,13619,1,25,0,,,70.0,,2026-04-29,
University of Sofia,Bulgaria,,                                                            NA,Graduate,engineering,"engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,5.0,AI,1,3,3500,18675,22175,1,25,0,,,75.0,,2026-04-29,
University of Utah,United States,,252,Graduate,"engineering, computer science, business, medicine","business, computer science, engineering, medicine, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,4.0,"Materials, Energy, Biomedical",1,3,27000,13000,40000,1,50,1,,,68.0,,2026-04-29,
University of Delaware,United States,,350,Graduate,"engineering, chemical engineering, business","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.2,1,310.0,6.5,79,110,4.0,"Chemical Engineering, Materials",1,3,33000,12000,45000,1,50,1,,,65.0,,2026-04-29,
University of Connecticut,United States,,373,Graduate,"engineering, computer science, business","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,4.0,"Advanced Manufacturing, Cybersecurity",1,3,30000,14000,44000,1,50,1,,,56.0,,2026-04-29,
University of Iowa,United States,,315,Graduate,"engineering, civil engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Hydraulics, Biomedical, Industrial",1,3,28000,11000,39000,1,50,1,,,83.0,,2026-04-29,
Iowa State University,United States,,395,Graduate,"engineering, aerospace engineering, agriculture","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Agriculture, Aerospace, Wind Energy",1,3,25000,10000,35000,1,50,1,,,89.0,,2026-04-29,
Clemson University,United States,,460,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Automotive Engineering, Advanced Materials",1,3,24000,11000,35000,1,50,1,,,51.0,,2026-04-29,
Oregon State University,United States,,411,Graduate,"engineering, electrical engineering, environmental engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Robotics, Ocean Engineering, Renewable Energy",1,3,27000,13000,40000,1,50,1,,,82.0,,2026-04-29,
University of Oregon,United States,,362,Graduate,"sciences, business","business, computer science",3.2,1,310.0,6.5,79,110,3.0,"Green Chemistry, Optics, Neuroscience",1,3,30000,13000,43000,1,50,1,,,83.0,,2026-04-29,
Colorado State University,United States,,431,Graduate,"engineering, civil engineering, environmental engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,1,310.0,6.5,79,110,4.0,"Environmental Engineering, Atmospheric Science",1,3,26000,12000,38000,1,50,1,,,85.0,,2026-04-29,
University of Kansas,United States,,450,Graduate,"engineering, aerospace engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,4.0,"Aerospace, Petroleum, Chemical Engineering",1,3,24000,10000,34000,1,50,1,,,86.0,,2026-04-29,
University of Nebraska-Lincoln,United States,,480,Graduate,"engineering, civil engineering, agricultural engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Agricultural Engineering, Water Resources",1,3,23000,10000,33000,1,50,1,,,75.0,,2026-04-29,
University of New Mexico,United States,,500,Graduate,"engineering, electrical engineering, nuclear engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,1,310.0,6.5,79,110,4.0,"Nuclear Engineering, Microsystems",1,3,22000,11000,33000,1,50,1,,,70.0,,2026-04-29,
University of Oklahoma,United States,,470,Graduate,"engineering, aerospace engineering, petroleum engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Petroleum, Aerospace, Weather Science",1,3,23000,10000,33000,1,50,1,,,80.0,,2026-04-29,
University of South Carolina,United States,,480,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,4.0,"Chemical Engineering, Biomedical",1,3,28000,11000,39000,1,50,1,,,68.0,,2026-04-29,
University of Tennessee Knoxville,United States,,440,Graduate,"engineering, nuclear engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Nuclear, Aerospace, Reliability",1,3,27000,11000,38000,1,50,1,,,72.0,,2026-04-29,
University of Kentucky,United States,,500,Graduate,"engineering, mining engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.1,1,310.0,6.5,79,110,3.0,"Mining, Chemical Engineering, Power Systems",1,3,24000,10000,34000,1,50,1,,,76.0,,2026-04-29,
Drexel University,United States,,460,Graduate,"engineering, biomedical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.2,1,312.0,6.5,79,110,4.0,"Biomedical, Materials, Systems Engineering",1,3,38000,15000,53000,1,50,1,,,72.0,,2026-04-29,
Northeastern University,United States,,325,Graduate,"engineering, computer science, robotics","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.3,1,315.0,6.5,79,110,4.0,"AI, Robotics, Cybersecurity",1,4,42000,16000,58000,1,50,1,,,18.0,,2026-04-29,
Rutgers University,United States,,262,Graduate,"engineering, industrial engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.3,1,312.0,6.5,79,110,4.0,"Pharmaceutical, Industrial Engineering",1,3,30000,15000,45000,1,50,1,,,60.0,,2026-04-29,
Virginia Tech,United States,,290,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.3,1,315.0,6.5,79,110,5.0,"Aerospace, Civil, Transportation",1,3,29000,11000,40000,1,50,1,,,60.0,,2026-04-29,
North Carolina State University,United States,,295,Graduate,"engineering, electrical engineering, nuclear engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.3,1,312.0,6.5,79,110,4.0,"Textiles, Nuclear, Electrical",1,3,26000,12000,38000,1,50,1,,,47.0,,2026-04-29,
University of Houston,United States,,430,Graduate,"engineering, petroleum engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Petroleum, Chemical, Industrial",1,3,24000,12000,36000,1,50,1,,,66.0,,2026-04-29,
University of Cincinnati,United States,,420,Graduate,"engineering, aerospace engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,4.0,"Aerospace, Biomedical, Co-op Programs",1,4,26000,11000,37000,1,50,1,,,75.0,,2026-04-29,
University at Buffalo SUNY,United States,,350,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Structural Engineering, AI",1,3,25000,12000,37000,1,50,1,,,60.0,,2026-04-29,
Stony Brook University,United States,,338,Graduate,"engineering, biomedical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering",3.3,1,312.0,6.5,79,110,4.0,"Biomedical, Materials, Energy",1,3,26000,15000,41000,1,50,1,,,44.0,,2026-04-29,
George Washington University,United States,,375,Graduate,"engineering, systems engineering, computer science","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.3,1,315.0,7.0,94,120,3.0,"Systems Engineering, Cybersecurity",1,4,48000,17000,65000,1,50,1,,,41.0,,2026-04-29,
Syracuse University,United States,,480,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.2,1,310.0,6.5,79,110,3.0,"Aerospace, Mechanical Systems",1,3,40000,13000,53000,1,50,1,,,55.0,,2026-04-29,
Missouri University of Science and Technology,United States,,500,Graduate,"engineering, mining engineering, mechanical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,4.0,"Mining, Explosives, Manufacturing",1,3,22000,10000,32000,1,50,1,,,81.0,,2026-04-29,
Stevens Institute of Technology,United States,,430,Graduate,"engineering, systems engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.3,1,315.0,6.5,79,110,4.0,"Systems Engineering, AI, Maritime",1,3,44000,16000,60000,1,50,1,,,42.0,,2026-04-29,
Rochester Institute of Technology,United States,,450,Graduate,"engineering, mechanical engineering, industrial engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,1,312.0,6.5,79,110,4.0,"Manufacturing, Imaging Science, Microsystems",1,4,42000,13000,55000,1,50,1,,,65.0,,2026-04-29,
Worcester Polytechnic Institute,United States,,440,Graduate,"engineering, robotics, biomedical engineering","business, computer science, engineering, robotics, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.3,1,315.0,6.5,79,110,4.0,"Robotics, Biomedical, Fire Protection",1,4,43000,14000,57000,1,50,1,,,48.0,,2026-04-29,
Rensselaer Polytechnic Institute,United States,,400,Graduate,"engineering, computer science, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering, industrial engineering",3.3,1,315.0,6.5,79,110,5.0,"AI, Nanotechnology, Energy Systems",1,3,46000,13000,59000,1,50,1,,,57.0,,2026-04-29,
Lehigh University,United States,,440,Graduate,"engineering, industrial engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.3,1,315.0,6.5,79,110,4.0,"Structural, Materials, Industrial",1,3,43000,13000,56000,1,50,1,,,37.0,,2026-04-29,
University of Alabama,United States,,500,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,1,310.0,6.5,79,110,3.0,"Aerospace, Chemical, Civil",1,3,24000,10000,34000,1,50,1,,,80.0,,2026-04-29,
Auburn University,United States,,470,Graduate,"engineering, chemical engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Polymer, Chemical, Aerospace",1,3,25000,10000,35000,1,50,1,,,75.0,,2026-04-29,
University of Central Florida,United States,,490,Graduate,"engineering, electrical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Optics, Photonics, Simulation",1,3,22000,12000,34000,1,50,1,,,43.0,,2026-04-29,
University of South Florida,United States,,445,Graduate,"engineering, industrial engineering, biomedical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,1,310.0,6.5,79,110,4.0,"Biomedical, Industrial, Clean Energy",1,3,23000,12000,35000,1,50,1,,,44.0,,2026-04-29,
University of Missouri,United States,,500,Graduate,"engineering, nuclear engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,3.0,"Nuclear, Biomedical, Industrial",1,3,22000,10000,32000,1,50,1,,,78.0,,2026-04-29,
Temple University,United States,,500,Graduate,"engineering, electrical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,1,310.0,6.5,79,110,3.0,"Bioengineering, Electrical Systems",1,3,28000,14000,42000,1,50,1,,,70.0,,2026-04-29,
Illinois Institute of Technology,United States,,460,Graduate,"engineering, aerospace engineering, electrical engineering, architecture","architecture, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.2,1,312.0,6.5,79,110,4.0,"Power Systems, Aerospace, Architecture",1,3,40000,14000,54000,1,75,1,,,52.0,,2026-04-29,
New Jersey Institute of Technology,United States,,500,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.1,1,310.0,6.5,79,110,4.0,"Manufacturing, Transportation, Solar",1,3,28000,15000,43000,1,50,1,,,68.0,,2026-04-29,
Michigan Technological University,United States,,500,Graduate,"engineering, mechanical engineering, civil engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,1,310.0,6.5,79,110,4.0,"Mining, Materials, Environmental",1,3,24000,10000,34000,1,50,1,,,74.0,,2026-04-29,
Loughborough University,United Kingdom,,212,Graduate,"engineering, mechanical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.3,0,,6.5,79,110,4.0,"Sports Engineering, Automotive, Manufacturing",1,4,26000,12000,38000,1,50,1,,,55.0,,2026-04-29,
University of Bath,United Kingdom,,148,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.4,0,,6.5,79,110,5.0,"Automotive, Power Electronics, Sustainability",1,3,28000,13000,41000,1,50,1,,,35.0,,2026-04-29,
University of Strathclyde,United Kingdom,,281,Graduate,"engineering, naval architecture, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Naval Architecture, Renewable Energy, Manufacturing",1,3,24000,11000,35000,1,50,1,,,55.0,,2026-04-29,
Heriot-Watt University,United Kingdom,,281,Graduate,"engineering, petroleum engineering, civil engineering","business, computer science, engineering, robotics, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.2,0,,6.0,60,100,4.0,"Petroleum, Robotics, Construction",1,3,22000,11000,33000,1,50,1,,,60.0,,2026-04-29,
Swansea University,United Kingdom,,425,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.1,0,,6.0,60,100,4.0,"Materials, Aerospace Structures, Energy",1,3,21000,10000,31000,1,50,1,,,65.0,,2026-04-29,
University of Aberdeen,United Kingdom,,236,Graduate,"engineering, petroleum engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.2,0,,6.0,60,100,4.0,"Oil & Gas, Subsea Engineering, Chemistry",1,3,22000,10000,32000,1,50,1,,,65.0,,2026-04-29,
University of Surrey,United Kingdom,,244,Graduate,"engineering, electronic engineering, aerospace engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering, biomedical engineering",3.3,0,,6.5,79,110,5.0,"Space, Satellite, Electronic Engineering",1,3,24000,12000,36000,1,50,1,,,52.0,,2026-04-29,
Cardiff University,United Kingdom,,154,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.3,0,,6.5,79,110,4.0,"Civil, Structural, Water Engineering",1,3,25000,11000,36000,1,50,1,,,45.0,,2026-04-29,
Cranfield University,United Kingdom,,500,Graduate,"aerospace engineering, mechanical engineering, manufacturing","business, computer science, engineering, mechanical engineering, aerospace engineering, industrial engineering",3.3,0,,6.5,79,110,5.0,"Aerospace, Defence, Manufacturing",1,3,26000,12000,38000,1,50,1,,,40.0,,2026-04-29,
University of Dundee,United Kingdom,,350,Graduate,"engineering, civil engineering, biomedical engineering","computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,0,,6.0,60,100,4.0,"Civil, Biomedical, Renewable Energy",1,3,21000,10000,31000,1,50,1,,,65.0,,2026-04-29,
Queen's University Belfast,United Kingdom,,202,Graduate,"engineering, electrical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, aerospace engineering",3.2,0,,6.0,60,100,4.0,"Electronics, Structural, Cybersecurity",1,3,22000,9000,31000,1,50,1,,,55.0,,2026-04-29,
Brunel University London,United Kingdom,,343,Graduate,"engineering, aerospace engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.1,0,,6.0,60,100,3.0,"Design, Manufacturing, Aerospace",1,3,20000,14000,34000,1,50,1,,,62.0,,2026-04-29,
Aston University,United Kingdom,,446,Graduate,"engineering, chemical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, chemical engineering",3.1,0,,6.0,60,100,3.0,"Chemical, Electrical, Photonics",1,3,19000,11000,30000,1,50,1,,,70.0,,2026-04-29,
University of Portsmouth,United Kingdom,,500,Graduate,"engineering, civil engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.0,0,,6.0,60,100,3.0,"Civil, Mechanical, Electronic",1,3,18000,10000,28000,1,25,1,,,72.0,,2026-04-29,
Queen's University,Canada,,209,Graduate,"engineering, mining engineering, chemical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering",3.3,0,,6.5,79,110,5.0,"Mining, Chemical, Electrical",1,4,25000,12000,37000,1,50,1,,,42.0,,2026-04-29,
Dalhousie University,Canada,,298,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering, industrial engineering",3.2,0,,6.5,79,110,4.0,"Ocean, Environmental, Biomedical",1,3,22000,11000,33000,1,50,1,,,55.0,,2026-04-29,
University of Victoria,Canada,,322,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Clean Energy, Ocean Technology, Software",1,3,21000,13000,34000,1,50,1,,,58.0,,2026-04-29,
University of Manitoba,Canada,,500,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, biomedical engineering",3.1,0,,6.5,79,110,3.0,"Structural, Biosystems, Electrical",1,3,16000,10000,26000,1,50,1,,,70.0,,2026-04-29,
University of Saskatchewan,Canada,,460,Graduate,"engineering, chemical engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.1,0,,6.5,79,110,4.0,"Mining, Environmental, Petroleum",1,3,15000,10000,25000,1,50,1,,,72.0,,2026-04-29,
Western University,Canada,,172,Graduate,"engineering, chemical engineering, mechanical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, chemical engineering, biomedical engineering",3.3,0,,6.5,79,110,5.0,"Biomedical, Chemical, Wind Energy",1,4,24000,11000,35000,1,50,1,,,48.0,,2026-04-29,
Concordia University,Canada,,387,Graduate,"engineering, aerospace engineering, civil engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, industrial engineering",3.1,0,,6.5,79,110,4.0,"Aerospace, Building Engineering, Software",1,3,20000,13000,33000,1,50,1,,,65.0,,2026-04-29,
York University,Canada,,353,Graduate,"engineering, civil engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering",3.2,0,,6.5,79,110,3.0,"Space, Civil, Software",1,3,22000,14000,36000,1,50,1,,,58.0,,2026-04-29,
Carleton University,Canada,,441,Graduate,"engineering, aerospace engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, aerospace engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Aerospace, Sustainable Building, Electronics",1,3,23000,12000,35000,1,50,1,,,60.0,,2026-04-29,
University of Guelph,Canada,,400,Graduate,"engineering, environmental engineering, biological engineering","computer science, engineering, mechanical engineering, civil engineering, biomedical engineering",3.2,0,,6.5,79,110,4.0,"Biological, Environmental, Water Resources",1,3,20000,12000,32000,1,50,1,,,62.0,,2026-04-29,
University of Windsor,Canada,,500,Graduate,"engineering, mechanical engineering, electrical engineering","business, computer science, engineering, mechanical engineering, electrical engineering, civil engineering, industrial engineering",3.0,0,,6.5,79,110,3.0,"Automotive, Mechanical, Environmental",1,3,18000,10000,28000,1,50,1,,,75.0,,2026-04-29,
