university_name,country,degree_level,programs_offered,qs_ranking,min_gpa,min_gre,Ielts_requirement,tuition_fee,acceptance_rate,research_focus,scholarship_available,max_coverage_percent,research_weight,eca_weight,living_cost,total_cost_estimated,work_visa_available,agriculture,architecture,arts,arts_&_humanities,astronomy,biology,biotech,business,chemistry,cinema,computer_science,computing,design,economics,education,energy,engineering,environmental_science,environmental_studies,film_&_media,game_design,hotel_management,humanities,informatics,international_affairs,international_relations,journalism,law,life_sciences,management,marine_sciences,materials,materials_science,mathematics,medicine,meteorology,natural_sciences,physical_sciences,physics,politics,public_affairs,public_health,public_policy,robotics,sciences,social_sciences,theology,tourism,wind_energy,mechanical_engineering,electrical_engineering,civil_engineering,chemical_engineering,aerospace_engineering,biomedical_engineering,industrial_engineering
University of Arizona,United States,Graduate,"engineering, sciences",293,3.3,310.0,6.5,34000,87.0,"AI, Astronomy",1,25,5,5,14279,48279,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,1,0,1,1,0
University of Nottingham,United Kingdom,Graduate,"engineering, medicine",108,3.4,,6.5,28000,80.0,"AI, Health",1,50,5,5,14935,42935,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,0
Vrije Universiteit Amsterdam,Netherlands,Graduate,"social sciences, sciences",219,3.3,,6.5,14000,45.0,"AI, Health",1,25,5,3,19297,33297,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
Trinity College Dublin,Ireland,Graduate,"medicine, engineering",87,3.4,,6.5,22000,34.0,"AI, Health",1,50,5,3,16041,38041,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1
Technical University of Berlin,Germany,Graduate,"engineering, computer science",147,3.3,310.0,6.5,3000,15.0,"AI, Mobility",1,50,5,2,12266,15266,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,1,1
Queen Mary University of London,United Kingdom,Graduate,"medicine, engineering",145,3.4,,6.5,28000,50.0,"AI, Materials",1,50,5,5,18148,46148,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,0,0
University of Pittsburgh - Pittsburgh campus,United States,Graduate,"medicine, engineering",143,3.4,315.0,6.5,40000,64.0,"Health, AI",1,50,5,5,15569,55569,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,1
Radboud University Nijmegen,Netherlands,Graduate,"medicine, sciences",222,3.3,,6.5,14000,40.0,"AI, Neuroscience",1,25,5,3,17976,31976,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Texas A&M University,United States,Graduate,"engineering, agriculture",134,3.4,315.0,6.5,38000,63.0,"Energy, AI",1,50,5,5,16098,54098,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,0,1
University of Colorado Boulder,United States,Graduate,"engineering, sciences",264,3.4,315.0,6.5,38000,80.0,"AI, Aerospace",1,25,5,5,18521,56521,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,1,0,0,1,1
Beijing Normal University,China,Graduate,"education, sciences",272,3.4,310.0,6.0,25000,12.0,"AI, Education",1,25,5,3,12653,37653,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Bologna,Italy,Graduate,"medicine, engineering",133,3.3,,6.0,3000,55.0,"AI, Heritage",1,50,5,3,15362,18362,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,0
University of York,United Kingdom,Graduate,"social sciences, sciences",184,3.4,,6.5,28000,80.0,"AI, Health",1,50,5,5,15124,43124,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
The University of Western Australia,Australia,Graduate,"medicine, engineering",90,3.3,,6.5,31000,38.0,"Mining, AI",1,50,5,3,17465,48465,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,1,0
University of Barcelona,Spain,Graduate,"medicine, sciences",164,3.3,,6.0,3000,30.0,"AI, Health",1,50,5,3,16736,19736,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Pohang University of Science and Technology (POSTECH),South Korea,Graduate,"engineering, sciences",98,3.5,310.0,6.0,8000,14.0,"Materials, AI",1,50,5,3,15284,23284,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,0,0,1,1
Harbin Institute of Technology,China,Graduate,engineering,256,3.4,310.0,6.0,25000,10.0,"AI, Space",1,25,5,3,18820,43820,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0
University of Auckland,New Zealand,Graduate,"engineering, medicine",65,3.4,,6.5,28000,45.0,"AI, Health",1,50,5,3,15142,43142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,0,0
Scuola Normale Superiore di Pisa,Italy,Graduate,"sciences, humanities",                                                             NA,3.5,,6.0,3000,5.0,"Physics, AI",1,25,5,3,13875,16875,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Tongji University,China,Graduate,"engineering, architecture",216,3.4,310.0,6.0,25000,15.0,"Urban, AI",1,25,5,3,8121,33121,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,1,0
University of Technology Sydney,Australia,Graduate,"engineering, business",88,3.3,,6.5,30000,35.0,"AI, Design",1,50,5,3,14531,44531,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
Newcastle University,United Kingdom,Graduate,"engineering, medicine",168,3.3,,6.5,28000,87.0,"Energy, AI",1,50,5,5,18053,46053,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,0
University of Cologne,Germany,Graduate,"medicine, business",268,3.3,310.0,6.5,3000,20.0,"AI, Economics",1,25,5,2,19138,22138,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Case Western Reserve University,United States,Graduate,"medicine, engineering",215,3.5,320.0,7.0,52000,27.0,"Health, AI",1,25,5,5,16989,68989,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,0
TU Dresden,Germany,Graduate,"engineering, sciences",234,3.3,310.0,6.5,3000,20.0,"AI, Materials",1,25,5,2,18333,21333,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,1,1,0,1,1
University of Liverpool,United Kingdom,Graduate,"medicine, engineering",165,3.3,,6.5,28000,75.0,"AI, Health",1,50,5,5,9308,37308,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,1,0
The University of Osaka,Japan,Graduate,"medicine, engineering",80,3.4,310.0,6.0,5000,25.0,"AI, Biotech",1,50,5,3,17306,22306,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,1
University of Virginia (Main campus),United States,Graduate,"medicine, law, engineering",297,3.5,320.0,7.0,55000,19.0,"AI, Policy",1,25,5,5,12515,67515,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
University of Waterloo,Canada,Graduate,"engineering, computer science",115,3.4,315.0,6.5,25000,53.0,"AI, Quantum",1,50,5,5,8186,33186,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,0
University of Würzburg,Germany,Graduate,"medicine, sciences",197,3.3,310.0,6.5,3000,15.0,"AI, Biomed",1,50,5,2,13089,16089,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Huazhong University of Science and Technology,China,Graduate,"engineering, medicine",275,3.4,310.0,6.0,25000,20.0,"AI, Health",1,25,5,3,10770,35770,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,1,0
Karlsruhe Institute of Technology,Germany,Graduate,"engineering, sciences",102,3.3,310.0,6.5,3000,25.0,"Energy, AI",1,50,5,2,17890,20890,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,1,0,0,0,1
Dartmouth College,United States,Graduate,"medicine, engineering",243,3.7,320.0,7.0,62000,6.2,"AI, Health",1,25,5,5,9517,71517,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,1
Lancaster University,United Kingdom,Graduate,"business, social sciences",122,3.4,,6.5,28000,19.0,"AI, Management",1,50,5,5,15155,43155,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
University of Antwerp,Belgium,Graduate,"medicine, sciences",248,3.3,310.0,6.5,6000,40.0,"AI, Health",1,25,5,3,10150,16150,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Geneva,Switzerland,Graduate,"international relations, sciences",128,3.3,310.0,6.5,1800,25.0,"AI, Policy",1,50,5,3,8734,10534,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Durham University,United Kingdom,Graduate,"business, sciences",89,3.4,,6.5,28000,74.0,"AI, Energy",1,50,5,5,18980,46980,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
National Taiwan University (NTU),Taiwan,Graduate,"engineering, medicine",68,3.4,310.0,6.0,4000,30.0,"AI, Semiconductors",1,50,5,3,12295,16295,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,1
University of Exeter,United Kingdom,Graduate,"medicine, business",169,3.4,,6.5,28000,89.0,"AI, Climate",1,50,5,5,13720,41720,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Université Catholique de Louvain,Belgium,Graduate,"medicine, engineering",180,3.3,310.0,6.5,5000,20.0,"AI, Health",1,50,5,3,13648,18648,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,0
King Fahd University of Petroleum and Minerals,Saudi Arabia,Graduate,"engineering, sciences",180,3.4,310.0,6.0,3000,15.0,"Energy, AI",1,50,5,3,15116,18116,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,1,1,1,1,0
Pompeu Fabra University,Spain,Graduate,"social sciences, business",297,3.3,,6.0,3000,30.0,"Economics, AI",1,25,5,3,16722,19722,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
Macquarie University,Australia,Graduate,"business, engineering",130,3.3,,6.5,31000,40.0,"AI, Business",1,50,5,3,14085,45085,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1
Tufts University,United States,Graduate,"medicine, engineering",275,3.6,320.0,7.0,63000,9.5,"AI, Health",1,25,5,5,15884,78884,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,1,0
University of Cape Town,South Africa,Graduate,"medicine, engineering",171,3.3,,6.5,5000,23.0,"AI, Climate",1,50,5,3,18423,23423,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,0
University of Macau,Macao,Graduate,"business, engineering",254,3.3,310.0,6.0,8000,20.0,"AI, Gaming",1,25,5,3,15464,23464,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,0,0
University of Twente,Netherlands,Graduate,"engineering, business",210,3.3,,6.5,12000,45.0,"AI, Robotics",1,25,5,3,8555,20555,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,1
Southern University of Science and Technology (SUSTech),China,Graduate,"engineering, sciences",                                                             NA,3.5,310.0,6.0,28000,10.0,"AI, Materials",1,25,5,3,15440,43440,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,0,0,1,0
Université Paris Cité,France,Graduate,"medicine, sciences",236,3.3,,6.0,3000,15.0,"AI, Health",1,25,5,3,18273,21273,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Eindhoven University of Technology,Netherlands,Graduate,"engineering, computer science",124,3.3,,6.5,15000,50.0,"AI, High-Tech",1,50,5,3,17681,32681,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,1,1
Sapienza University of Rome,Italy,Graduate,"engineering, medicine",134,3.3,,6.0,3000,60.0,"AI, Heritage",1,50,5,3,8542,11542,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
University of St Andrews,United Kingdom,Graduate,"sciences, humanities",95,3.4,,6.5,32000,25.0,"AI, Physics",1,50,5,5,12980,44980,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Münster,Germany,Graduate,"medicine, sciences",196,3.3,310.0,6.5,3000,20.0,"AI, Chemistry",1,50,5,2,8467,11467,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
Indiana University,United States,Graduate,"business, medicine",355,3.4,315.0,6.5,38000,80.0,"AI, Health",1,25,5,5,17564,55564,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Korea University,South Korea,Graduate,"business, engineering",67,3.4,310.0,6.0,9000,20.0,"AI, Business",1,50,5,3,18793,27793,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,1,0
Abu Dhabi University,United Arab Emirates,Graduate,"engineering, business",                                                         701+,3.3,310.0,6.0,12000,40.0,"AI, Energy",1,25,5,3,15474,27474,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,1
Stockholm University,Sweden,Graduate,"social sciences, sciences",141,3.3,,6.5,14000,40.0,"AI, Climate",1,50,5,3,19372,33372,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0
University of Leicester,United Kingdom,Graduate,"medicine, engineering",272,3.3,,6.5,28000,72.0,"AI, Space",1,25,5,5,16767,44767,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,1,0
University of Ottawa,Canada,Graduate,"engineering, law, business, medicine, social sciences",189,3.3,310.0,6.5,22000,35.0,"AI & Cybersecurity, Public Policy, Health Sciences",1,50,5,5,19357,41357,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,1,1,1,1,1,0
Tokyo Institute of Technology,Japan,Graduate,"engineering, computer science, materials science, physics",91,3.4,315.0,6.0,5000,20.0,"Robotics & AI, Materials Science, Sustainable Energy",1,50,5,3,12666,17666,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,0,0
Aalto University,Finland,Graduate,"design, engineering, business, computer science",113,3.3,310.0,6.5,15000,12.0,"Design Innovation, AI & Digitalisation, Sustainable Tech",1,50,5,3,12648,27648,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0
University of California Santa Cruz,United States,Graduate,"computer science, astronomy, environmental science, game design",293,3.4,310.0,6.5,29000,47.0,"Astronomy & Astrophysics, AI & Data Science, Environmental Policy",1,25,5,5,19187,48187,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Notre Dame,United States,Graduate,"business, law, engineering, theology",304,3.7,320.0,7.0,58000,13.0,"Business Ethics, Engineering Innovation, Global Affairs",1,25,5,5,12970,70970,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,1,0,1,0,1,0
Ulm University,Germany,Graduate,"medicine, engineering, computer science, mathematics",375,3.2,310.0,6.5,3000,25.0,"Medical Engineering, AI & Data Analytics",1,25,5,2,11124,14124,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,1
Universitat Autònoma de Barcelona,Spain,Graduate,"medicine, engineering, humanities, environmental science",196,3.2,,6.5,4000,30.0,"Environmental Science, Biomedicine, Humanities",1,50,2,3,17290,21290,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,1,1,0
University of Zurich,Switzerland,Graduate,"medicine, economics, law, sciences",109,3.4,310.0,6.5,1800,27.0,"Neuroscience, Finance, AI Ethics",1,50,5,3,8322,10122,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0
University of Sussex,United Kingdom,Graduate,"social sciences, engineering, business",218,3.3,,6.5,28000,85.0,"AI Policy, Climate",1,25,5,5,9706,37706,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,1,1,1,1,0,1
University of Reading,United Kingdom,Graduate,"agriculture, business, meteorology",169,3.3,,6.5,28000,87.0,"Climate, AI",1,50,5,5,9604,37604,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Alberta (additional programs),Canada,Graduate,"agriculture, environmental science",96,3.4,315.0,6.5,22000,58.0,"Energy Transition, AI",1,50,5,5,17507,39507,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
University of Calgary,Canada,Graduate,"engineering, energy",182,3.4,315.0,6.5,22000,60.0,"Oil & Gas, AI",1,50,5,5,18514,40514,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,1,1,1
